Date,Open,High,Low,Close,Volume
2024-06-10,24700,24750,24400,24400,38544
2024-06-11,24100,24300,23650,23800,56951
2024-06-12,24100,24400,23900,24300,30554
2024-06-13,24450,24450,23850,24000,26785
2024-06-14,24050,24100,23750,23900,18044
2024-06-17,23900,24450,23750,24250,31912
2024-06-18,24150,24250,23800,23850,27083
2024-06-19,24000,24000,23550,23700,27885
2024-06-20,23650,23900,23350,23450,42210
2024-06-21,23300,23950,23300,23800,35182
2024-06-24,23700,23950,23300,23350,30117
2024-06-25,23350,23650,23250,23300,22285
2024-06-26,23250,23400,23050,23300,33001
2024-06-27,23550,23650,23150,23450,21752
2024-06-28,23400,23450,23250,23400,9287
2024-07-01,23500,23700,23350,23550,12331
2024-07-02,23600,23600,23150,23250,18524
2024-07-03,23350,23500,22950,22950,26138
2024-07-04,22950,23050,22900,23050,18507
2024-07-05,23150,23350,22900,23300,22052
2024-07-08,23400,23500,23150,23400,15418
2024-07-09,23500,23750,23350,23650,23815
2024-07-10,23650,24100,23550,24000,40956
2024-07-11,24150,24300,23550,23800,50113
2024-07-12,23700,24350,23650,24350,43705
2024-07-15,24350,24500,23900,24000,27325
2024-07-16,24000,24100,23500,23750,27902
2024-07-17,23900,24500,23850,24050,44434
2024-07-18,24100,24200,23800,24050,48123
2024-07-19,24100,24150,23700,23800,20369
2024-07-22,23600,23950,23450,23550,17468
2024-07-23,23500,23800,23400,23450,11157
2024-07-24,23400,23950,23350,23700,26072
2024-07-25,23750,24000,23300,23600,24750
2024-07-26,22800,23000,22100,22850,148378
2024-07-29,22800,23200,22800,22950,25658
2024-07-30,23000,23300,22800,23000,28201
2024-07-31,23000,23350,23000,23100,17391
2024-08-01,23100,23500,23050,23500,19123
2024-08-02,23200,23350,22800,22800,34772
2024-08-05,22500,22500,20000,20950,137236
2024-08-06,20950,22100,20950,22000,47166
2024-08-07,21750,22950,21750,22650,31562
2024-08-08,22250,23200,22250,22950,55589
2024-08-09,23000,23250,22850,22900,30747
2024-08-12,22700,23250,22700,23150,25821
2024-08-13,23000,23200,22650,23100,18882
2024-08-14,23200,23200,22800,23000,19634
2024-08-16,23050,23500,22850,23350,36225
2024-08-19,23550,23650,23350,23600,46964
2024-08-20,23750,23850,23500,23750,35941
2024-08-21,23700,23850,23300,23350,28479
2024-08-22,23500,23700,23000,23150,24516
2024-08-23,23150,23250,22950,23200,9033
2024-08-26,23200,23250,22850,23050,17546
2024-08-27,23250,23250,22800,23100,14037
2024-08-28,22850,23200,22850,23150,17418
2024-08-29,22850,23200,22750,22750,19582
2024-08-30,22950,23050,22500,22600,21109
2024-09-02,22600,22700,22100,22450,36631
2024-09-03,22450,22600,22300,22350,12712
2024-09-04,21950,22350,21600,21750,40090
2024-09-05,21550,21850,21000,21150,41842
2024-09-06,21000,21200,20500,20900,55879
2024-09-09,20850,21200,20350,21050,24143
2024-09-10,21100,21300,20600,20600,21966
2024-09-11,20600,21300,20600,21000,15080
2024-09-12,21100,21400,20950,21300,15892
2024-09-13,21100,21500,21100,21500,7374
2024-09-19,21500,21800,21300,21800,13547
2024-09-20,21800,21950,21500,21500,27671
2024-09-23,21500,21800,21150,21550,22405
2024-09-24,21450,21650,21250,21550,22037
2024-09-25,21600,21950,21500,21550,29510
2024-09-26,21750,22000,21550,21850,18771
2024-09-27,21900,21900,21300,21600,36003
2024-09-30,21500,21600,20600,20600,71632
2024-10-02,20700,20850,20400,20650,37778
2024-10-04,20700,21150,20650,20800,19806
2024-10-07,21100,21300,20850,21000,18149
2024-10-08,21000,21200,20700,20800,18345
2024-10-10,20900,21250,20800,20900,16681
2024-10-11,20800,21100,20750,20800,25381
2024-10-14,20800,21000,20700,20750,17802
2024-10-15,20800,21250,20750,21150,24892
2024-10-16,21250,22050,20800,22050,58189
2024-10-17,22050,22350,21750,22100,37553
2024-10-18,22150,22400,21950,22100,35401
2024-10-21,22100,22300,21700,21700,19967
2024-10-22,21650,21950,21100,21250,19028
2024-10-23,21250,21300,20550,20900,72795
2024-10-24,20850,21100,20800,20800,20274
2024-10-25,20900,20950,20500,20700,28682
2024-10-28,20750,21200,20750,21100,19054
2024-10-29,21200,21200,20800,21050,30702
2024-10-30,21150,21150,20800,20850,13426
2024-10-31,20750,21050,20650,20850,22808
2024-11-01,20650,21050,20500,20600,29147
2024-11-04,20750,20900,20450,20800,19874
2024-11-05,20950,21250,20800,21000,20930
2024-11-06,21100,21250,20650,20850,20772
2024-11-07,20750,20800,20500,20600,24509
2024-11-08,20600,20750,20500,20500,24462
2024-11-11,20500,20650,19860,19860,84909
2024-11-12,19860,19900,19060,19140,76326
2024-11-13,19100,19340,18740,18810,36188
2024-11-14,18810,19050,18320,18580,32936
2024-11-15,18500,18980,18180,18980,47746
2024-11-18,18740,18950,18510,18580,39549
2024-11-19,18550,19000,18550,18700,31189
2024-11-20,18730,19080,18730,18950,19685
2024-11-21,18950,19380,18910,19090,20544
2024-11-22,19180,19230,18910,19000,12298
2024-11-25,18920,19450,18920,19420,15032
2024-11-26,19320,19350,19000,19050,40080
2024-11-27,19050,19080,18840,18860,20567
2024-11-28,18880,19300,18880,19200,14288
2024-11-29,19200,19200,18800,18830,13703
2024-12-02,18800,18960,18410,18680,22003
2024-12-03,18550,19060,18550,19000,26424
2024-12-04,18550,18860,18300,18410,38488
2024-12-05,18500,18670,18200,18280,28802
2024-12-06,18220,18540,17620,18180,41765
2024-12-09,17930,17940,17250,17260,52415
2024-12-10,17260,18110,17260,17960,24870
2024-12-11,17810,18360,17810,18350,13983
2024-12-12,18350,18550,18270,18370,22686
2024-12-13,18250,18720,18250,18400,18452
2024-12-16,18410,18900,18410,18600,25030
2024-12-17,18600,18760,18430,18680,14816
2024-12-18,18680,18810,18520,18810,13255
2024-12-19,18600,18690,18390,18460,23689
