Date,Open,High,Low,Close,Volume
2024-06-10,999,999,980,980,35362
2024-06-11,980,986,907,942,73845
2024-06-12,942,965,939,948,32170
2024-06-13,948,1145,905,920,2068425
2024-06-14,920,945,910,923,161892
2024-06-17,914,931,901,908,73234
2024-06-18,908,925,890,906,60403
2024-06-19,906,924,906,908,27394
2024-06-20,908,924,908,918,17804
2024-06-21,909,945,909,943,48192
2024-06-24,939,963,934,939,33912
2024-06-25,935,935,916,934,10854
2024-06-26,928,928,921,922,7450
2024-06-27,922,923,915,923,19398
2024-06-28,923,993,914,991,60883
2024-07-01,989,991,952,980,49697
2024-07-02,980,980,923,938,27581
2024-07-03,934,938,920,933,7831
2024-07-04,921,939,900,928,22667
2024-07-05,931,980,928,964,31813
2024-07-08,964,982,952,956,31713
2024-07-09,984,984,955,967,27728
2024-07-10,967,984,958,958,21774
2024-07-11,958,982,939,948,24857
2024-07-12,944,948,941,947,8314
2024-07-15,945,945,938,944,22030
2024-07-16,944,944,935,940,21092
2024-07-17,940,940,936,940,19604
2024-07-18,940,940,927,938,11919
2024-07-19,938,938,914,922,26239
2024-07-22,922,922,916,922,48587
2024-07-23,922,935,900,900,46719
2024-07-24,900,909,898,909,25779
2024-07-25,909,976,901,904,36434
2024-07-26,904,904,896,904,16246
2024-07-29,904,904,895,901,18867
2024-07-30,963,1096,901,910,1039792
2024-07-31,913,928,902,910,62401
2024-08-01,910,948,907,910,29772
2024-08-02,919,921,901,921,28508
2024-08-05,880,932,802,841,118955
2024-08-06,795,857,791,823,157998
2024-08-07,823,855,823,853,26867
2024-08-08,853,853,845,847,32513
2024-08-09,847,908,847,888,53479
2024-08-12,888,888,880,881,24605
2024-08-13,881,900,874,881,28748
2024-08-14,881,916,872,872,24601
2024-08-16,872,914,872,885,28256
2024-08-19,885,908,885,891,22968
2024-08-20,891,900,850,873,30592
2024-08-21,873,880,824,880,13288
2024-08-22,880,895,855,855,12816
2024-08-23,855,877,837,837,17847
2024-08-26,837,877,837,872,9912
2024-08-27,872,902,840,840,18017
2024-08-28,890,907,830,845,56167
2024-08-29,836,859,830,841,30950
2024-08-30,844,867,830,832,29788
2024-09-02,877,877,832,848,25292
2024-09-03,850,869,841,841,20190
2024-09-04,841,868,765,868,100965
2024-09-05,834,859,792,792,31620
2024-09-06,792,840,766,766,43681
2024-09-09,766,789,760,768,51618
2024-09-10,780,950,768,768,1227261
2024-09-11,811,812,768,768,60838
2024-09-12,794,820,761,780,42809
2024-09-13,787,900,787,792,211430
2024-09-19,796,820,794,810,22337
2024-09-20,810,816,797,797,31442
2024-09-23,797,810,797,810,12667
2024-09-24,810,827,810,812,21176
2024-09-25,816,834,812,824,25853
2024-09-26,825,875,824,827,58681
2024-09-27,835,860,828,836,13601
2024-09-30,836,877,836,853,49716
2024-10-02,853,855,848,855,19453
2024-10-04,855,855,827,827,23892
2024-10-07,827,840,817,838,17655
2024-10-08,838,873,832,853,19006
2024-10-10,854,869,845,847,19887
2024-10-11,848,863,820,820,23287
2024-10-14,812,819,806,806,16099
2024-10-15,805,808,789,808,26354
2024-10-16,824,824,792,792,27102
2024-10-17,797,834,792,800,14956
2024-10-18,800,800,785,800,10293
2024-10-21,790,799,772,790,20541
2024-10-22,790,830,781,798,39565
2024-10-23,798,798,774,790,14898
2024-10-24,790,796,767,774,15068
2024-10-25,774,776,765,773,9694
2024-10-28,810,810,772,785,40956
2024-10-29,785,809,780,799,15497
2024-10-30,789,809,789,800,10809
2024-10-31,800,817,787,806,49977
2024-11-01,829,829,807,816,42087
2024-11-04,801,816,788,815,31983
2024-11-05,814,836,783,783,26678
2024-11-06,820,820,783,783,19705
2024-11-07,783,791,781,783,16385
2024-11-08,784,820,772,793,17743
2024-11-11,793,820,790,793,26649
2024-11-12,786,793,744,750,18000
2024-11-13,750,750,701,701,56146
2024-11-14,680,701,615,615,87447
2024-11-15,615,633,615,617,28305
2024-11-18,617,635,617,627,29119
2024-11-19,628,815,628,815,1227342
2024-11-20,925,1059,735,735,6576147
2024-11-21,785,856,707,707,904870
2024-11-22,721,735,701,703,187235
2024-11-25,750,750,703,715,153384
2024-11-26,715,739,710,715,122872
2024-11-27,717,734,712,726,116396
2024-11-28,719,758,701,707,213313
2024-11-29,710,760,620,729,277006
2024-12-02,730,748,703,710,102483
2024-12-03,717,729,705,716,68058
2024-12-04,658,713,658,690,76659
2024-12-05,688,708,680,683,38247
2024-12-06,683,690,651,677,62938
2024-12-09,677,697,640,674,68592
2024-12-10,641,725,641,714,64880
2024-12-11,714,789,702,777,205993
2024-12-12,777,785,705,738,104943
2024-12-13,741,810,741,774,189046
2024-12-16,756,780,756,763,72060
2024-12-17,760,763,750,763,31959
2024-12-18,758,785,757,765,22783
2024-12-19,765,785,689,710,118729
2024-12-20,710,772,710,742,87866
2024-12-23,741,750,712,724,55281
2024-12-24,724,777,724,750,100704
2024-12-26,750,766,736,736,40832
2024-12-27,728,736,690,717,38049
2024-12-30,717,740,708,726,47684
2025-01-02,726,755,721,739,43194
2025-01-03,732,755,696,733,37822
2025-01-06,733,750,726,734,36259
2025-01-07,734,758,728,739,26031
2025-01-08,739,756,731,731,50720
2025-01-09,731,810,731,759,404853
2025-01-10,759,790,747,790,137993
2025-01-13,804,820,741,763,185761
2025-01-14,763,781,750,761,39345
2025-01-15,752,780,745,749,15291
2025-01-16,790,790,742,755,34875
2025-01-17,755,762,701,701,60490
2025-01-20,702,723,702,705,46984
2025-01-21,709,733,705,717,32042
2025-01-22,708,731,704,710,59177
2025-01-23,710,740,708,720,26548
2025-01-24,712,720,702,717,16778
2025-01-31,717,717,704,713,37264
2025-02-03,705,715,699,715,40378
2025-02-04,709,715,680,704,33340
2025-02-05,704,726,700,721,14617
2025-02-06,714,745,714,726,41570
2025-02-07,716,726,716,720,15017
2025-02-10,720,740,700,700,39162
2025-02-11,699,734,699,701,21427
2025-02-12,699,721,688,688,21585
2025-02-13,688,711,680,691,9371
2025-02-14,685,691,661,661,68412
2025-02-17,661,699,658,659,51409
2025-02-18,659,690,659,663,25230
2025-02-19,663,698,663,698,33848
2025-02-20,698,698,677,679,20035
2025-02-21,679,740,679,700,145689
2025-02-24,693,700,679,691,45955
2025-02-25,690,697,673,691,28267
2025-02-26,691,711,689,695,15823
2025-02-27,703,745,681,681,125601
2025-02-28,681,710,681,687,27407
2025-03-04,687,687,660,674,18484
2025-03-05,674,687,674,683,11706
2025-03-06,683,700,670,676,16337
2025-03-07,676,696,665,676,23009
2025-03-10,676,726,665,726,108792
2025-03-11,726,726,682,694,129027
2025-03-12,694,700,673,696,22733
2025-03-13,696,720,690,693,15101
2025-03-14,687,693,668,671,18174
2025-03-17,671,690,658,658,39714
2025-03-18,658,679,562,566,216218
2025-03-19,553,735,553,655,6138787
2025-03-20,635,644,586,591,601818
2025-03-21,591,616,570,592,166175
2025-03-24,595,628,591,602,95499
2025-03-25,602,608,596,608,47738
2025-03-26,598,606,589,589,33876
2025-03-27,589,628,584,592,150562
2025-03-28,592,620,592,595,45841
2025-03-31,595,595,584,585,44488
2025-04-01,585,595,570,585,37254
2025-04-02,585,598,585,596,37046
2025-04-03,593,596,589,595,27230
2025-04-04,595,610,580,600,24020
2025-04-07,614,614,572,578,45172
2025-04-08,578,608,577,602,47692
2025-04-09,602,618,571,576,90001
2025-04-10,580,611,573,573,114896
2025-04-11,576,600,576,587,57358
2025-04-14,598,604,597,599,28967
2025-04-15,602,619,600,617,42274
2025-04-16,617,629,607,624,75441
2025-04-17,624,635,607,613,58790
2025-04-18,613,640,609,639,61161
2025-04-21,639,645,600,617,148335
2025-04-22,616,640,612,615,31460
2025-04-23,626,644,624,637,64466
2025-04-24,637,637,612,633,29788
2025-04-25,633,633,615,615,57030
2025-04-28,615,644,611,612,153297
2025-04-29,612,639,612,617,98213
2025-04-30,628,629,600,604,64921
2025-05-02,604,629,604,626,44262
2025-05-07,626,640,616,634,80273
2025-05-08,634,646,615,615,25074
2025-05-09,619,635,619,634,6111
2025-05-12,634,643,630,640,32253
2025-05-13,636,645,634,643,19965
2025-05-14,635,646,630,639,17641
2025-05-15,639,644,610,610,44056
2025-05-16,610,613,606,613,56261
2025-05-19,613,618,591,591,64806
2025-05-20,591,626,587,587,53020
2025-05-21,599,648,591,612,167601
2025-05-22,612,637,602,608,53202
2025-05-23,601,635,600,615,41586
2025-05-26,610,633,601,601,37726
2025-05-27,604,628,592,605,82437
2025-05-28,605,625,596,608,58843
2025-05-29,608,618,594,609,110327
2025-05-30,610,613,598,603,24177
2025-06-02,603,625,598,604,84411
2025-06-04,610,610,594,602,34684
2025-06-05,605,607,591,604,64107
2025-06-09,605,640,596,614,190480
