Date,Open,High,Low,Close,Volume
2024-06-10,5230,5300,5180,5180,32440
2024-06-11,5130,5230,5120,5180,37799
2024-06-12,5190,5830,5180,5220,558831
2024-06-13,5220,5320,5180,5260,63190
2024-06-14,5260,5260,5090,5180,73467
2024-06-17,5180,5940,5100,5410,804905
2024-06-18,5450,5580,5280,5350,254533
2024-06-19,5400,5550,5200,5220,208351
2024-06-20,5270,5300,5120,5120,113716
2024-06-21,5130,5350,5110,5120,128557
2024-06-24,5250,5250,5070,5090,61245
2024-06-25,5030,5120,5020,5030,53798
2024-06-26,5020,5130,5010,5020,38978
2024-06-27,5020,5070,4990,5000,42564
2024-06-28,4985,5020,4985,5020,21206
2024-07-01,5000,5290,5000,5160,126775
2024-07-02,5120,5180,5050,5070,29409
2024-07-03,5100,5170,5020,5080,56987
2024-07-04,5040,5100,4940,4965,81011
2024-07-05,5010,5020,4950,4965,38790
2024-07-08,4970,5000,4850,4980,72137
2024-07-09,4945,5020,4930,4935,39563
2024-07-10,4935,4980,4910,4945,30785
2024-07-11,4945,4990,4910,4940,26069
2024-07-12,4940,5060,4935,4995,34491
2024-07-15,4990,5030,4930,4930,35223
2024-07-16,4910,4970,4775,4870,92912
2024-07-17,4870,4900,4810,4815,50398
2024-07-18,4815,4840,4705,4725,42963
2024-07-19,4725,4750,4700,4730,38988
2024-07-22,4745,4890,4725,4825,59265
2024-07-23,4880,5140,4810,4910,48580
2024-07-24,4900,5830,4845,5170,2878586
2024-07-25,5070,5340,5050,5300,406494
2024-07-26,5300,6100,5110,5930,1784365
2024-07-29,6020,6210,5810,5910,1015847
2024-07-30,5920,5960,5590,5600,298794
2024-07-31,5500,7280,5500,6440,6099462
2024-08-01,6610,6620,6210,6210,882419
2024-08-02,6830,8070,6830,7810,16488537
2024-08-05,7990,9060,7020,7720,14557194
2024-08-06,8080,9600,8040,8570,10986670
2024-08-07,9000,9480,8790,8850,5175858
2024-08-08,8920,10380,8920,9490,10155249
2024-08-09,9560,9600,8850,9490,2392869
2024-08-12,9560,9850,9100,9160,1696695
2024-08-13,9140,9190,8700,8920,1142858
2024-08-14,9110,9680,8660,8970,2905035
2024-08-16,9310,9430,8910,9250,1552757
2024-08-19,9480,11500,9300,10760,10981519
2024-08-20,10780,10820,9860,9940,2318856
2024-08-21,9980,10030,8410,8460,2310674
2024-08-22,8330,8390,7620,8160,2115882
2024-08-23,7950,8050,7260,7290,1297486
2024-08-26,7330,7370,6760,6810,780559
2024-08-27,6800,7230,6690,6690,1112823
2024-08-28,6800,7900,6740,7220,5484589
