Date,Open,High,Low,Close,Volume
2024-06-10,4110,4155,4100,4155,2403
2024-06-11,4155,4170,4105,4120,3376
2024-06-12,4165,4260,4145,4240,1599
2024-06-13,4325,4325,4200,4300,1748
2024-06-14,4300,4300,4165,4260,741
2024-06-17,4260,4260,4200,4210,672
2024-06-18,4210,4285,4210,4285,970
2024-06-19,4300,4300,4125,4210,962
2024-06-20,4195,4220,4140,4220,875
2024-06-21,4290,4290,4150,4170,1888
2024-06-24,4130,4130,4030,4110,2607
2024-06-25,4110,4135,4050,4090,923
2024-06-26,4115,4250,4115,4125,640
2024-06-27,4100,4180,4090,4170,656
2024-06-28,4150,4150,4085,4120,359
2024-07-01,4080,4135,4070,4135,1051
2024-07-02,4195,4195,4100,4120,359
2024-07-03,4015,4070,4015,4060,2231
2024-07-04,4020,4080,4020,4065,1420
2024-07-05,4065,4145,4050,4050,572
2024-07-08,4030,4100,4030,4040,162
2024-07-09,4100,4100,4015,4060,367
2024-07-10,4065,4065,4060,4060,53
2024-07-11,4070,4085,4045,4080,4513
2024-07-12,4080,4100,4075,4085,1485
2024-07-15,4100,4100,4050,4050,196
2024-07-16,4050,4055,4020,4040,3278
2024-07-17,4030,4095,3960,4095,4284
2024-07-18,4150,4300,4120,4250,1571
2024-07-19,4615,4615,4185,4360,3295
2024-07-22,4330,4330,4160,4195,517
2024-07-23,4100,4100,4010,4100,2355
2024-07-24,4220,4220,4110,4205,260
2024-07-25,4100,4140,4060,4085,347
2024-07-26,4050,4055,3940,4050,1197
2024-07-29,4035,4210,4035,4080,1017
2024-07-30,3985,4035,3985,4030,3625
2024-07-31,4030,4150,4025,4080,1041
2024-08-01,4080,4090,4030,4070,2072
2024-08-02,4100,4100,4030,4080,590
2024-08-05,4180,4180,3945,3960,1041
2024-08-06,3960,4080,3960,4065,2017
2024-08-07,4100,4100,4100,4100,3
2024-08-08,4140,4140,4050,4090,104
2024-08-09,4020,4135,4020,4115,1241
2024-08-12,4090,4090,4020,4075,1875
2024-08-13,4075,4135,4005,4120,4489
