Date,Open,High,Low,Close,Volume
2024-06-10,12417,12495,12042,12495,27496
2024-06-11,12479,13056,12167,12464,21191
2024-06-12,12464,12573,11840,11871,55874
2024-06-13,11871,12448,11824,12042,23282
2024-06-14,12042,12417,11621,11949,30952
2024-06-17,11949,12214,11606,11949,25155
2024-06-18,11949,11949,11637,11840,8217
2024-06-19,11840,11871,11606,11746,24148
2024-06-20,11746,11840,11528,11731,21439
2024-06-21,11543,12120,11512,11512,16648
2024-06-24,11512,11512,11169,11200,30120
2024-06-25,11169,11387,11138,11169,13174
2024-06-26,11185,11387,11060,11153,14933
2024-06-27,11153,11653,10919,11044,8026
2024-06-28,10935,11278,10607,10841,23456
2024-07-01,10841,10841,10405,10576,33248
2024-07-02,10576,10826,10202,10311,36357
2024-07-03,10295,10311,9905,9921,29474
2024-07-04,9531,10249,9531,9999,19684
2024-07-05,10607,10607,9859,9952,16047
2024-07-08,10030,10295,9781,9952,16457
2024-07-09,9952,10108,9874,9937,18911
2024-07-10,10015,10139,9827,9905,29689
2024-07-11,9905,10015,9703,9703,8433
2024-07-12,9703,9890,9609,9765,11257
2024-07-15,9765,9952,9625,9765,12283
2024-07-16,9827,9827,9515,9578,20052
2024-07-17,9656,9812,9515,9640,15576
2024-07-18,9640,9671,9297,9609,17992
2024-07-19,9609,9671,9297,9656,11245
2024-07-22,9656,11964,9406,10763,421288
2024-07-23,10810,10810,10030,10389,56680
2024-07-24,10607,10607,10030,10093,13445
2024-07-25,9796,10280,9687,10264,16730
2024-07-26,10139,10358,10046,10327,14972
2024-07-29,10327,10529,9937,10233,30875
2024-07-30,10233,10436,10139,10233,30672
2024-07-31,10139,10420,10124,10171,9288
2024-08-01,10373,10373,10061,10295,24021
2024-08-02,10545,10545,9983,10233,18230
2024-08-05,10139,10139,8735,9063,60670
2024-08-06,8501,9640,8501,9359,36602
2024-08-07,7800,8611,6864,7066,1358352
2024-08-08,7082,7550,6895,7238,149638
2024-08-09,7254,9406,7254,9406,1878704
2024-08-12,8938,9827,8642,9235,1650083
2024-08-13,9547,10498,8891,9515,708440
2024-08-14,9515,9531,9141,9250,175475
2024-08-16,9235,9734,9235,9344,123734
2024-08-19,9593,9593,8346,8517,165657
2024-08-20,8533,8704,8346,8517,91922
2024-08-21,8735,8735,7675,7753,122563
2024-08-22,7784,8143,7690,7768,72569
2024-08-23,7690,7800,7519,7659,18288
2024-08-26,7878,7909,7410,7488,26925
2024-08-27,7581,7737,7238,7737,18539
2024-08-28,7971,7971,7456,7503,15387
2024-08-29,7503,7534,7332,7347,22984
2024-08-30,7347,7503,7332,7441,20514
2024-09-02,8080,8127,7363,7737,27645
2024-09-03,7737,7768,7472,7472,16943
2024-09-04,7332,7644,7269,7285,18805
2024-09-05,7285,7456,7191,7456,30807
2024-09-06,7441,7441,7129,7160,25406
2024-09-09,7020,7066,6864,6942,31680
2024-09-10,6942,7207,6723,6817,55983
2024-09-11,6910,6926,6552,6583,58483
2024-09-12,6598,6739,6552,6739,37786
2024-09-13,6739,7394,6614,7254,67201
2024-09-19,7191,7254,6864,6895,45101
2024-09-20,6895,7332,6895,7051,34062
2024-09-23,7004,7269,6754,6754,47046
2024-09-24,6754,6942,6661,6754,22196
2024-09-25,6754,6926,6552,6552,93962
2024-09-26,6552,6817,6489,6770,50968
2024-09-27,0,0,0,6770,0
2024-09-30,0,0,0,6770,0
2024-10-02,0,0,0,6770,0
2024-10-04,0,0,0,6770,0
2024-10-07,0,0,0,6770,0
2024-10-08,0,0,0,6770,0
2024-10-10,0,0,0,6770,0
2024-10-11,0,0,0,6770,0
2024-10-14,0,0,0,6770,0
2024-10-15,6770,6980,6300,6490,55648
2024-10-16,6490,6550,6270,6360,20913
2024-10-17,6360,6360,5960,5970,27328
2024-10-18,5970,6020,5610,5700,13917
2024-10-21,5550,6400,5550,5890,34222
2024-10-22,5970,6110,5820,5890,6372
2024-10-23,5890,6770,5890,6140,165951
2024-10-24,6250,6250,5950,5950,10347
2024-10-25,5900,5950,5810,5810,8014
2024-10-28,5810,5970,5770,5910,7767
2024-10-29,5920,6050,5910,6010,13143
2024-10-30,5950,6080,5950,6010,3744
2024-10-31,5980,6140,5900,6010,2627
2024-11-01,6010,6040,5930,6000,2574
2024-11-04,6000,6080,5950,6060,2091
