Date,Open,High,Low,Close,Volume
2024-06-10,15800,16240,15770,16160,195507
2024-06-11,16220,16580,16050,16460,166218
2024-06-12,16460,17150,16310,16480,286138
2024-06-13,16480,16590,16020,16370,133415
2024-06-14,16580,16580,15840,15850,119586
2024-06-17,15840,16060,15660,15670,75113
2024-06-18,15710,15900,15430,15430,55113
2024-06-19,15380,15830,15010,15670,82030
2024-06-20,15550,15690,15360,15440,46884
2024-06-21,15440,15600,15060,15060,59759
2024-06-24,14970,15050,14660,14850,52168
2024-06-25,14720,15050,14720,14860,31814
2024-06-26,15180,15920,15040,15150,160818
2024-06-27,15160,15800,14930,14940,63494
2024-06-28,14950,15220,14740,15010,43492
2024-07-01,15010,15140,14820,15120,43305
2024-07-02,15190,15280,14600,14680,72524
2024-07-03,14820,15180,14660,14750,81087
2024-07-04,14980,15040,14700,14840,41993
2024-07-05,15000,15190,14700,14720,70046
2024-07-08,14760,15080,14510,14780,38098
2024-07-09,14730,14970,14730,14840,41688
2024-07-10,14840,14840,14470,14500,92037
2024-07-11,14650,14650,14330,14500,53479
2024-07-12,14480,14600,14380,14380,34923
2024-07-15,14390,14390,14110,14220,78495
2024-07-16,14550,15790,14220,14460,473212
2024-07-17,14600,14620,13510,14200,107493
2024-07-18,13850,14190,13810,14020,74149
2024-07-19,14020,14200,13920,14200,45089
2024-07-22,14230,14230,12810,13490,124922
2024-07-23,13520,13580,13060,13200,82799
2024-07-24,12840,13280,12720,13040,88566
2024-07-25,12730,13120,12670,12890,91332
2024-07-26,12840,13000,12720,12840,57757
2024-07-29,12720,12880,12650,12770,61626
2024-07-30,12720,12920,12650,12750,54747
2024-07-31,12670,12780,12450,12690,65511
2024-08-01,12710,13140,12710,13110,48170
2024-08-02,12870,13040,12550,12640,57052
2024-08-05,12410,12450,10450,10760,217188
2024-08-06,10250,11380,10250,11250,356403
2024-08-07,10990,11680,10990,11470,112172
2024-08-08,11130,11460,11070,11100,55727
2024-08-09,11240,11680,11240,11530,39546
2024-08-12,11500,11940,11500,11880,43546
2024-08-13,11870,12410,11500,11930,130504
2024-08-14,12030,12220,12000,12030,44781
2024-08-16,12200,12260,11850,11920,55799
2024-08-19,11920,12100,11390,11470,73770
2024-08-20,11480,11770,11410,11750,65694
2024-08-21,11700,11880,11530,11850,49536
2024-08-22,12000,12000,11560,11650,39152
2024-08-23,11520,11630,11320,11440,45065
2024-08-26,11450,11630,11310,11330,21528
2024-08-27,11190,11440,11120,11420,26446
2024-08-28,11690,11690,11120,11250,47531
2024-08-29,11040,11770,11040,11540,83311
2024-08-30,11670,11850,11620,11620,51994
2024-09-02,11650,12220,11650,12000,99855
2024-09-03,12100,12190,11810,11890,45151
2024-09-04,11500,11510,11110,11310,62062
2024-09-05,11280,11410,10880,11000,62158
2024-09-06,11000,11050,10050,10400,112037
2024-09-09,10170,10320,10080,10290,51599
2024-09-10,10300,10550,10000,10000,59446
2024-09-11,9950,10400,9950,10360,58666
2024-09-12,10600,10760,10460,10670,31005
2024-09-13,10670,10770,10550,10720,15064
2024-09-19,10680,10780,10370,10640,19866
2024-09-20,10810,10890,10630,10700,22670
2024-09-23,10710,11120,10650,11090,30592
2024-09-24,10990,11490,10990,11470,48865
2024-09-25,11510,11850,11420,11730,61277
2024-09-26,11800,11910,11610,11890,42175
2024-09-27,11930,11930,11700,11910,24012
2024-09-30,11910,11990,11570,11730,32427
2024-10-02,11580,11770,11490,11630,17616
2024-10-04,11600,11680,11300,11320,20990
2024-10-07,11520,12250,11520,11950,152375
2024-10-08,11950,12070,11670,12050,61547
2024-10-10,12190,12190,11900,12050,69133
2024-10-11,11930,12170,11690,11810,52333
2024-10-14,11700,11750,11410,11520,24625
2024-10-15,11450,11640,10990,11020,62988
2024-10-16,11140,11140,10800,10900,31941
2024-10-17,10820,11050,10570,10640,22711
2024-10-18,10790,10790,10390,10590,32547
2024-10-21,10570,10660,10480,10490,26400
2024-10-22,10420,10550,10030,10080,55197
2024-10-23,10110,10290,9990,10130,51699
2024-10-24,10130,10310,9950,9990,51574
2024-10-25,10090,10230,9960,10050,27857
2024-10-28,10010,10390,10010,10300,59346
2024-10-29,10370,10370,10040,10210,26442
2024-10-30,10120,10280,10000,10010,28739
2024-10-31,10010,10140,9810,10070,38885
2024-11-01,9900,10110,9900,10020,31138
2024-11-04,10050,10360,9980,10170,46235
2024-11-05,10140,10340,10120,10160,37270
2024-11-06,10310,10310,9700,9750,90088
2024-11-07,9610,9890,9090,9300,117896
2024-11-08,9180,9620,9170,9270,56143
2024-11-11,9500,9600,8750,8830,156970
2024-11-12,8830,8920,8400,8540,118016
2024-11-13,8450,8620,8060,8100,74037
2024-11-14,8070,8360,7810,7950,109261
2024-11-15,7650,7750,7180,7600,196272
2024-11-18,7540,7990,7540,7800,86443
2024-11-19,7800,7890,7640,7850,41069
2024-11-20,7850,8000,7730,7960,45109
2024-11-21,7950,7970,7750,7900,31249
2024-11-22,7830,8130,7830,7910,47333
2024-11-25,8240,8340,8090,8220,104109
