Date,Open,High,Low,Close,Volume
2024-06-10,20931,21209,20561,21070,34513
2024-06-11,21255,21487,20746,21070,27633
2024-06-12,21070,21070,20561,20561,34563
2024-06-13,20746,20977,20653,20885,19072
2024-06-14,20700,20885,20468,20468,30199
2024-06-17,20514,20931,20514,20746,15873
2024-06-18,21024,21024,20468,20746,22939
2024-06-19,20561,22459,20468,21487,204125
2024-06-20,21487,21487,20931,21302,31663
2024-06-21,21533,21533,20468,20468,53752
2024-06-24,20514,21348,20514,20838,26963
2024-06-25,20746,21209,20700,20977,22899
2024-06-26,21163,21163,20468,20468,36968
2024-06-27,20375,20468,20144,20375,27670
2024-06-28,20746,20746,20236,20653,16693
2024-07-01,20746,20746,20190,20329,30942
2024-07-02,20329,20375,19820,19912,40564
2024-07-03,20098,20329,19820,20051,18531
2024-07-04,20051,20098,19773,20005,14362
2024-07-05,20098,20098,19820,19912,21677
2024-07-08,20144,20144,19820,19912,15135
2024-07-09,20005,20098,19912,20005,17007
2024-07-10,20098,20144,19727,19820,16406
2024-07-11,19912,20098,19820,20098,18484
2024-07-12,20098,20098,19912,20098,15896
2024-07-15,20098,20283,19959,20190,21922
2024-07-16,20375,20468,19959,20098,23370
2024-07-17,20283,20329,19912,20005,16498
2024-07-18,20005,20005,19542,19681,48266
2024-07-19,19496,19727,19125,19125,48125
2024-07-22,18986,19264,18468,18523,118264
2024-07-23,18708,18894,18569,18847,17499
2024-07-24,18662,18986,18449,18477,55982
2024-07-25,18477,18486,17967,18199,81087
2024-07-26,18199,18616,18180,18569,30591
2024-07-29,18569,18755,18338,18514,32917
2024-07-30,18523,18616,18449,18486,12020
2024-07-31,18616,18847,18477,18662,21340
2024-08-01,18986,18986,18708,18801,13065
2024-08-02,18801,18894,18430,18430,30378
2024-08-05,18245,18421,16949,17652,102959
2024-08-06,17495,18079,17477,17773,50152
2024-08-07,17764,18171,17764,17875,17436
2024-08-08,17690,18023,17690,17912,11121
2024-08-09,17921,18227,17921,18125,8939
2024-08-12,18153,18310,18106,18310,11849
2024-08-13,18310,18338,17967,18004,22266
2024-08-14,18273,18440,18143,18366,18900
2024-08-16,18430,18569,17921,18199,24225
2024-08-19,18180,18180,17838,17847,34600
2024-08-20,17856,18014,17856,18014,19000
2024-08-21,17940,18088,17903,17903,15422
2024-08-22,17958,17967,17569,17671,51373
2024-08-23,17671,17893,17671,17884,13995
2024-08-26,17810,17995,17810,17838,13844
2024-08-27,17791,18153,17791,18125,19482
2024-08-28,18125,18282,17782,17838,20740
2024-08-29,17838,17856,17727,17791,12617
2024-08-30,17866,18088,17699,18041,13445
2024-09-02,17967,18329,17940,18292,18220
2024-09-03,18282,18403,18153,18273,12736
